3501.20	0.0109	0.56	0.95	5.74	2.93
3501.00	0.0121	0.39	2.72	4.69	2.70
3500.80	0.0103	0.48	2.76	5.94	3.51
3500.60	0.0080	0.72	1.27	8.76	5.13
3500.40	0.0097	0.63	3.38	8.37	5.20
3500.20	0.0090	0.52	3.69	8.14	5.49
3500.00	0.0077	0.48	3.28	10.94	8.46
3499.80	0.0043	1.29	1.38	5.71	0.11
3499.60	0.0104	0.73	3.98	5.81	2.17
3499.40	0.0105	0.40	4.64	5.45	3.42
3499.20	0.0064	0.52	4.10	4.54	1.92
3499.00	0.0085	0.84	0.29	9.31	5.09
3498.80	0.0103	0.81	2.95	6.24	2.20
3498.60	0.0080	0.39	6.49	6.72	4.74
3498.40	0.0119	0.29	3.90	6.45	4.96
3498.20	0.0089	0.63	0.53	6.12	2.98
3498.00	0.0053	0.71	3.36	9.14	5.58
3497.80	0.0061	0.61	5.04	4.48	1.43
3497.60	0.0116	0.47	3.69	8.63	6.25
3497.40	0.0087	0.66	5.06	8.65	5.32
3497.20	0.0047	1.33	3.37	6.35	0.14
3497.00	0.0071	0.49	2.72	10.14	7.64
3496.80	0.0088	0.68	1.51	8.15	4.74
3496.60	0.0046	1.43	3.70	5.80	0.11
3496.40	0.0051	1.74	5.08	8.36	0.18
3496.20	0.0048	0.81	4.95	7.96	3.90
3496.00	0.0043	0.55	3.70	1.69	0.18
3495.80	0.0081	0.57	3.59	3.36	0.54
3495.60	0.0077	0.31	4.69	3.61	2.08
3495.40	0.0068	0.73	4.93	4.25	0.63
3495.20	0.0078	0.89	3.14	4.04	0.16
3495.00	0.0112	0.43	3.19	6.03	3.83
3494.80	0.0101	0.41	2.64	3.75	1.71
3494.60	0.0098	0.23	2.63	4.48	3.36
3494.40	0.0093	0.56	1.53	5.65	2.86
3494.20	0.0098	0.38	0.33	6.30	4.35
3494.00	0.0078	0.31	0.51	5.11	3.51
3493.80	0.0078	0.33	3.24	6.11	4.45
3493.60	0.0064	0.34	3.60	3.09	1.38
3493.40	0.0035	0.47	5.11	3.71	1.35
3493.20	0.0084	0.40	3.49	2.47	0.49
3493.00	0.0074	0.37	0.46	4.71	2.85
3492.80	0.0068	0.43	0.34	3.63	1.48
3492.60	0.0091	0.27	2.74	5.05	3.68
3492.40	0.0066	0.50	3.24	3.54	1.05
3492.20	0.0080	0.46	3.80	2.91	0.61
3492.00	0.0020	0.16	0.15	0.16	0.16
3491.80	0.0124	0.79	2.79	4.86	0.95
3491.60	0.0078	0.63	1.02	4.23	1.08
3491.40	0.0088	0.59	1.20	4.57	1.63
3491.20	0.0081	0.57	3.25	6.37	3.49
3491.00	0.0116	0.67	1.44	6.23	2.90
3490.80	0.0113	0.25	2.71	2.39	1.17
3490.60	0.0084	0.53	0.95	5.42	2.79
3490.40	0.0086	0.52	4.73	6.78	4.17
3490.20	0.0106	0.39	3.05	5.73	3.76
3490.00	0.0019	0.71	4.75	2.75	0.19
3489.80	0.0047	0.57	3.27	3.20	0.38
3489.60	0.0066	0.56	3.28	3.68	0.91
3489.40	0.0110	0.49	1.54	3.99	1.55
3489.20	0.0096	0.56	2.75	2.74	0.17
3489.00	0.0096	0.58	1.54	2.46	0.18
3488.80	0.0074	0.50	3.52	0.80	0.12
3488.60	0.0057	0.56	2.97	2.60	0.12
3488.40	0.0060	0.38	6.73	6.35	4.44
3488.20	0.0072	0.60	4.55	6.06	3.04
3488.00	0.0083	0.68	3.51	4.15	0.76
3487.80	0.0092	0.47	4.64	6.67	4.29
3487.60	0.0093	0.43	3.83	5.80	3.61
3487.40	0.0064	0.45	3.18	3.42	1.18
3487.20	0.0073	0.51	4.32	5.03	2.47
3487.00	0.0077	0.60	3.46	5.07	2.06
3486.80	0.0058	0.84	3.45	3.46	0.11
3486.60	0.0069	0.39	2.91	5.57	3.58
3486.40	0.0092	0.54	0.42	4.97	2.28
3486.20	0.0053	0.46	3.15	3.25	0.98
3486.00	0.0044	0.69	1.38	4.82	1.39
3485.80	0.0049	1.37	1.20	4.73	0.17
3485.60	0.0058	1.34	3.06	3.32	0.14
3485.40	0.0058	0.86	3.78	4.92	0.66
3485.20	0.0030	1.41	1.44	6.96	0.17
3485.00	0.0062	0.63	3.04	7.00	3.85
3484.80	0.0085	0.72	4.32	9.49	5.84
3484.60	0.0047	0.48	1.53	2.61	0.22
3484.40	0.0038	0.46	2.99	2.93	0.66
3484.20	0.0113	0.45	2.64	4.73	2.49
3484.00	0.0107	0.25	4.29	3.63	2.39
3483.80	0.0105	0.26	4.62	5.70	4.37
3483.60	0.0089	0.36	3.83	7.64	5.79
3483.40	0.0100	0.25	3.37	2.35	1.11
3483.20	0.0101	0.28	4.13	4.04	2.63
3483.00	0.0145	0.41	5.08	7.09	4.99
3482.80	0.0139	0.70	3.14	3.01	0.16
3482.60	0.0054	0.91	1.54	3.88	0.21
3482.40	0.0045	0.81	0.52	3.33	0.20
3482.20	0.0029	0.59	3.29	4.63	1.69
3482.00	0.0115	0.23	3.58	4.73	3.61
3481.80	0.0097	0.46	2.73	2.84	0.58
3481.60	0.0064	0.46	4.64	5.76	3.44
3481.40	0.0067	0.55	4.98	4.98	2.21
3481.20	0.0021	0.66	4.76	5.44	2.13
3481.00	0.0028	0.45	4.10	5.37	3.10
3480.80	0.0090	0.36	3.93	3.52	1.72
3480.60	0.0115	0.23	4.56	4.91	3.77
3480.40	0.0102	0.41	6.80	5.36	3.32
3480.20	0.0090	0.77	3.77	4.14	0.33
3480.00	0.0079	0.58	3.30	2.30	0.13
3479.80	0.0065	0.34	3.27	4.12	2.39
3479.60	0.0079	0.18	4.20	6.25	5.36
3479.40	0.0089	0.47	4.59	1.50	0.18
3479.20	0.0068	0.38	6.22	2.70	0.83
3479.00	0.0116	0.43	1.53	5.78	3.61
3478.80	0.0131	0.80	3.06	7.14	3.14
3478.60	0.0081	0.75	2.80	6.17	2.42
3478.40	0.0105	0.50	3.66	3.66	1.18
3478.20	0.0119	0.55	3.64	2.31	0.12
3478.00	0.0074	0.55	4.12	3.45	0.73
3477.80	0.0047	0.67	1.20	5.54	2.19
3477.60	0.0045	0.70	4.66	5.58	2.11
3477.40	0.0086	0.52	4.65	7.28	4.68
3477.20	0.0089	0.79	3.16	4.95	1.03
3477.00	0.0068	0.83	3.58	6.16	2.01
3476.80	0.0087	0.68	5.06	7.08	3.68
3476.60	0.0117	0.71	6.35	5.74	2.21
3476.40	0.0072	0.68	3.93	3.65	0.29
3476.20	0.0054	1.24	3.78	4.13	0.17
3476.00	0.0070	0.64	3.35	2.83	0.11
3475.80	0.0073	0.54	3.26	1.61	0.13
3475.60	0.0084	0.54	5.04	2.33	0.16
3475.40	0.0084	0.28	2.86	3.84	2.44
3475.20	0.0087	0.51	3.18	5.66	3.11
3475.00	0.0082	0.46	4.98	4.65	2.35
3474.80	0.0064	0.68	5.05	6.34	2.95
3474.60	0.0102	0.51	3.87	4.80	2.23
3474.40	0.0097	0.51	2.75	5.54	2.98
3474.20	0.0085	0.50	3.57	5.74	3.23
3474.00	0.0408	0.17	0.16	23.52	22.68
3473.80	0.0119	0.57	1.14	4.58	1.76
3473.60	0.0057	0.70	4.63	4.54	1.05
3473.40	0.0091	0.58	6.31	6.58	3.66
3473.20	0.0127	0.48	1.46	5.77	3.38
3473.00	0.0064	0.74	2.73	3.04	0.14
3472.80	0.0104	0.53	3.92	4.26	1.61
3472.60	0.0106	0.52	5.15	8.08	5.43
3472.40	0.0057	0.57	3.95	7.74	4.87
3472.20	0.0096	0.73	2.83	1.88	0.14
3472.00	0.0070	0.60	4.85	3.66	0.66
3471.80	0.0100	0.36	6.57	6.60	4.78
3471.60	0.0117	0.70	2.63	8.29	4.79
3471.40	0.0079	0.29	1.54	6.71	5.21
3471.20	0.0050	0.25	2.88	4.31	3.10
3471.00	0.0058	0.24	4.22	5.14	3.98
3470.80	0.0100	0.36	3.19	3.47	1.68
3470.60	0.0058	0.62	1.53	4.73	1.64
3470.40	0.0103	0.56	3.68	5.69	2.86
3470.20	0.0101	0.39	4.99	5.18	3.22
3470.00	0.0107	0.22	4.59	6.92	5.86
3469.80	0.0062	0.77	4.02	7.63	3.75
3469.60	0.0057	0.84	1.45	5.11	0.92
3469.40	0.0103	0.42	2.84	7.55	5.41
3469.20	0.0096	0.39	3.25	4.12	2.15
3469.00	0.0060	0.76	4.23	3.33	0.15
3468.80	0.0071	1.24	1.46	5.74	0.19
3468.60	0.0070	0.53	4.70	7.37	4.69
3468.40	0.0071	0.45	4.91	6.58	4.29
3468.20	0.0063	0.53	4.21	3.28	0.65
3468.00	0.0082	0.67	3.07	4.84	1.52
3467.80	0.0124	0.27	0.58	2.56	1.23
3467.60	0.0104	0.44	2.68	3.31	1.12
3467.40	0.0091	0.62	3.79	2.98	0.15
3467.20	0.0098	0.48	6.70	1.46	0.16
3467.00	0.0051	0.58	8.25	1.38	0.18
3466.80	0.0049	0.42	7.37	3.03	0.94
3466.60	0.0058	0.55	3.28	4.36	1.64
3466.40	0.0076	0.59	2.85	4.86	1.91
3466.20	0.0115	0.41	3.24	3.74	1.68
3466.00	0.0090	0.39	2.62	4.20	2.23
3465.80	0.0062	0.54	1.40	5.22	2.53
3465.60	0.0088	0.48	4.32	4.23	1.82
3465.40	0.0073	0.62	1.28	2.09	0.18
3465.20	0.0083	0.42	3.36	4.03	1.92
3465.00	0.0068	0.72	4.07	3.49	0.19
3464.80	0.0072	0.66	6.42	5.01	1.70
3464.60	0.0085	0.70	1.21	2.52	0.20
3464.40	0.0092	0.46	2.75	3.47	1.18
3464.20	0.0094	0.54	2.83	4.04	1.35
3464.00	0.0134	0.38	4.28	4.17	2.28
3463.80	0.0061	0.59	5.15	5.61	2.65
3463.60	0.0112	0.88	3.76	3.79	0.15
3463.40	0.0078	0.64	4.39	3.45	0.30
3463.20	0.0072	0.50	3.99	2.64	0.17
3463.00	0.0133	0.44	4.10	4.62	2.44
3462.80	0.0113	0.42	4.77	6.70	4.59
3462.60	0.0047	0.43	4.43	6.63	4.47
3462.40	0.0084	0.66	2.94	4.22	0.96
3462.20	0.0091	0.45	2.94	1.33	0.19
3462.00	0.0073	0.40	0.95	1.37	0.18
3461.80	0.0087	0.44	3.65	2.77	0.59
3461.60	0.0121	0.37	7.06	7.77	5.85
3461.40	0.0101	0.27	2.94	6.95	5.56
3461.20	0.0052	0.33	1.40	2.42	0.75
3461.00	0.0064	0.24	3.51	2.83	1.64
3460.80	0.0081	0.29	1.46	4.33	2.86
3460.60	0.0100	0.39	2.85	4.36	2.39
3460.40	0.0097	0.67	1.39	4.99	1.67
3460.20	0.0079	0.52	4.73	4.12	1.52
3460.00	0.0068	0.29	6.36	5.70	4.21
3459.80	0.0122	0.40	8.46	7.28	5.24
3459.60	0.0094	0.47	4.22	4.52	2.17
3459.40	0.0078	0.60	3.03	5.40	2.40
3459.20	0.0108	0.19	4.84	3.86	2.91
3459.00	0.0118	0.18	4.10	2.62	1.76
3458.80	0.0113	0.35	1.40	3.92	2.18
3458.60	0.0087	0.32	3.68	4.96	3.34
3458.40	0.0109	0.19	4.95	3.61	2.66
3458.20	0.0094	0.20	3.85	4.25	3.26
3458.00	0.0067	0.19	3.18	3.01	2.06
3457.80	0.0070	0.15	4.36	3.10	2.37
3457.60	0.0061	0.23	4.75	2.33	1.19
3457.40	0.0047	0.47	5.14	5.56	3.21
3457.20	0.0069	0.78	2.94	3.43	0.14
3457.00	0.0096	0.89	2.73	3.37	0.18
3456.80	0.0093	0.92	0.34	2.31	0.14
3456.60	0.0081	0.37	4.71	1.53	0.11
3456.40	0.0122	0.61	3.73	2.96	0.20
3456.20	0.0079	0.21	0.58	3.99	2.98
3456.00	0.0012	0.13	0.11	0.11	0.15
3455.80	0.0139	0.89	4.66	6.03	1.58
3455.60	0.0117	0.64	3.23	4.60	1.42
3455.40	0.0108	0.55	1.50	5.60	2.86
3455.20	0.0094	0.64	0.95	4.27	1.08
3455.00	0.0063	0.43	3.38	2.50	0.38
3454.80	0.0079	0.34	7.47	1.99	0.29
3454.60	0.0077	0.40	4.63	3.52	1.52
3454.40	0.0125	0.20	3.61	5.55	4.57
3454.20	0.0177	0.23	3.50	4.24	3.13
3454.00	0.0116	0.31	4.35	6.68	5.10
3453.80	0.0078	0.40	3.85	5.86	3.85
3453.60	0.0074	0.63	3.73	5.55	2.42
3453.40	0.0121	0.69	1.13	1.90	0.12
3453.20	0.0126	0.41	4.68	2.81	0.77
3453.00	0.0081	0.50	4.89	3.95	1.48
3452.80	0.0058	0.59	3.19	5.38	2.44
3452.60	0.0105	0.53	0.47	6.63	3.97
3452.40	0.0113	0.48	3.02	5.41	3.01
3452.20	0.0068	0.90	3.87	5.44	0.99
3452.00	0.0046	0.83	3.90	5.97	1.86
3451.80	0.0061	0.71	4.12	5.87	2.35
3451.60	0.0046	0.55	4.83	5.80	3.05
3451.40	0.0058	0.43	7.69	6.86	4.69
3451.20	0.0170	0.33	4.02	7.64	5.96
3451.00	0.0160	0.37	2.86	4.81	2.95
3450.80	0.0065	0.29	4.76	6.47	5.00
3450.60	0.0073	0.55	3.47	4.26	1.52
3450.40	0.0087	0.52	4.34	3.86	1.29
3450.20	0.0124	0.22	6.41	4.44	3.38
3450.00	0.0106	0.25	6.71	5.35	4.15
3449.80	0.0049	0.45	5.13	3.65	1.40
3449.60	0.0063	0.24	1.52	4.50	3.30
3449.40	0.0085	0.33	2.79	4.17	2.49
3449.20	0.0112	0.46	3.79	3.30	0.99
3449.00	0.0071	0.79	7.80	5.18	1.25
3448.80	0.0111	0.63	2.66	3.65	0.52
3448.60	0.0140	0.51	3.40	7.64	5.05
3448.40	0.0098	0.31	4.99	6.48	4.87
3448.20	0.0084	0.51	4.35	5.73	3.16
3448.00	0.0080	0.54	3.78	5.32	2.60
3447.80	0.0038	0.71	8.33	5.00	1.46
3447.60	0.0091	0.42	4.30	6.53	4.39
3447.40	0.0122	0.86	3.26	6.95	2.64
3447.20	0.0088	0.62	6.89	8.03	4.91
3446.00	0.0015	3.17	0.15	0.18	0.19
3445.80	0.0037	0.51	1.48	3.74	1.23
3445.60	0.0109	0.63	4.22	4.14	1.03
3445.40	0.0101	0.69	8.36	5.21	1.77
3445.20	0.0060	0.75	4.01	10.73	6.94
3445.00	0.0094	0.57	3.38	8.59	5.71
3444.80	0.0075	0.76	3.90	7.35	3.54
3444.60	0.0054	0.37	2.98	6.16	4.29
3444.40	0.0050	0.74	4.40	5.28	1.62
3444.20	0.0043	0.72	4.54	5.31	1.74
3444.00	0.0091	0.35	6.82	5.28	3.53
3443.80	0.0077	0.57	4.07	4.18	1.32
3443.60	0.0109	0.48	3.06	5.43	3.02
3443.40	0.0073	0.28	3.92	3.70	2.28
3443.20	0.0088	0.61	4.02	1.80	0.20
3443.00	0.0116	0.31	4.77	3.34	1.76
3442.80	0.0098	0.28	4.35	5.10	3.69
3442.60	0.0070	0.37	3.84	4.82	2.97
3442.40	0.0107	0.37	4.06	6.75	4.87
3442.20	0.0127	0.22	4.97	5.30	4.23
3442.00	0.0100	0.28	8.17	6.24	4.80
3441.80	0.0092	0.36	5.07	3.70	1.88
3441.60	0.0057	0.60	3.81	2.13	0.16
3441.40	0.0052	0.68	4.26	1.74	0.13
3441.20	0.0090	0.59	3.49	4.68	1.74
3441.00	0.0092	0.64	2.93	6.42	3.22
3440.80	0.0045	0.55	1.44	1.19	0.18
3440.60	0.0079	0.53	1.26	1.80	0.20
3440.40	0.0114	0.36	3.06	1.60	0.18
3440.20	0.0061	0.61	4.02	3.09	0.09
3440.00	0.0082	0.61	4.53	6.35	3.28
3439.80	0.0066	0.87	3.36	3.88	0.20
3439.60	0.0083	0.73	3.89	4.93	1.28
3439.40	0.0086	0.59	2.83	6.50	3.55
3439.20	0.0080	0.74	4.91	6.42	2.73
3439.00	0.0116	0.51	3.25	7.20	4.65
3438.80	0.0102	0.55	2.74	7.99	5.23
3438.60	0.0076	0.63	1.45	6.24	3.07
3438.40	0.0052	0.81	1.45	5.97	1.92
3438.20	0.0066	0.57	5.10	6.53	3.69
3438.00	0.0072	0.54	7.76	6.00	3.29
3437.80	0.0088	0.43	8.13	10.60	8.37
3437.60	0.0148	0.39	7.48	19.33	17.24
